,gene_id,gene,From,Entry,Gene Names (primary),LOEUF,transcript,repressor,activator,sfari
1246,ENSG00000120075,HOXB5,HOXB5,P09067,HOXB5,0.921,ENST00000239151,False,False,False
1247,ENSG00000108511,HOXB6,HOXB6,P17509,HOXB6,1.158,ENST00000225648,False,True,False
1248,ENSG00000260027,HOXB7,HOXB7,P09629,HOXB7,1.207,ENST00000239165,False,True,False
1249,ENSG00000120068,HOXB8,HOXB8,P17481,HOXB8,1.171,ENST00000239144,False,False,False
1250,ENSG00000170689,HOXB9,HOXB9,P17482,HOXB9,0.962,ENST00000311177,True,True,False
1251,ENSG00000180818,HOXC10,HOXC10,Q9NYD6,HOXC10,0.872,ENST00000303460,True,False,False
1252,ENSG00000123388,HOXC11,HOXC11,O43248,HOXC11,1.116,ENST00000546378,True,False,False
1253,ENSG00000123407,HOXC12,HOXC12,P31275,HOXC12,1.89,ENST00000243103,False,False,False
1254,ENSG00000123364,HOXC13,HOXC13,P31276,HOXC13,0.828,ENST00000243056,True,False,False
1255,ENSG00000198353,HOXC4,HOXC4,P09017,HOXC4,0.863,ENST00000430889,False,False,False
1256,ENSG00000172789,HOXC5,HOXC5,Q00444,HOXC5,1.445,ENST00000312492,False,False,False
1257,ENSG00000197757,HOXC6,HOXC6,P09630,HOXC6,0.67,ENST00000243108,True,False,False
1258,ENSG00000037965,HOXC8,HOXC8,P31273,HOXC8,0.872,ENST00000040584,False,False,False
1259,ENSG00000180806,HOXC9,HOXC9,P31274,HOXC9,0.934,ENST00000303450,True,False,False
1260,ENSG00000128645,HOXD1,HOXD1,Q9GZZ0,HOXD1,1.378,ENST00000331462,False,False,False
1261,ENSG00000128710,HOXD10,HOXD10,P28358,HOXD10,0.806,ENST00000249501,True,False,False
1262,ENSG00000128713,HOXD11,HOXD11,P31277,HOXD11,1.425,ENST00000249504,False,False,False
1263,ENSG00000170178,HOXD12,HOXD12,P35452,HOXD12,1.684,ENST00000406506,True,False,False
1264,ENSG00000128714,HOXD13,HOXD13,P35453,HOXD13,0.957,ENST00000392539,True,True,False
1265,ENSG00000128652,HOXD3,HOXD3,P31249,HOXD3,0.637,ENST00000683222,False,False,False
1266,ENSG00000170166,HOXD4,HOXD4,P09016,HOXD4,0.979,ENST00000306324,True,True,False
1267,ENSG00000175879,HOXD8,HOXD8,P13378,HOXD8,1.153,ENST00000313173,True,False,False
1268,ENSG00000128709,HOXD9,HOXD9,P28356,HOXD9,1.655,ENST00000249499,True,True,False
1269,ENSG00000170549,IRX1,IRX1,P78414,IRX1,1.125,ENST00000302006,True,False,False
1270,ENSG00000170561,IRX2,IRX2,Q9BZI1,IRX2,1.305,ENST00000302057,True,False,False
1271,ENSG00000177508,IRX3,IRX3,P78415,IRX3,1.003,ENST00000329734,True,False,False
1272,ENSG00000113430,IRX4,IRX4,P78413,IRX4,1.129,ENST00000231357,True,True,False
1273,ENSG00000176842,IRX5,IRX5,P78411,IRX5,0.413,ENST00000394636,False,False,False
1274,ENSG00000159387,IRX6,IRX6,P78412,IRX6,1.228,ENST00000290552,True,False,False
1275,ENSG00000016082,ISL1,ISL1,P61371,ISL1,0.235,ENST00000230658,True,False,False
1276,ENSG00000159556,ISL2,ISL2,Q96A47,ISL2,0.9,ENST00000290759,True,False,False
1277,ENSG00000175329,ISX,ISX,Q2M1V0,ISX,1.436,ENST00000404699,True,False,False
1278,ENSG00000138136,LBX1,LBX1,P52954,LBX1,0.753,ENST00000370193,True,False,False
1279,ENSG00000179528,LBX2,LBX2,Q6XYB7,LBX2,1.749,ENST00000377566,True,False,False
1280,ENSG00000213921,LEUTX,LEUTX,A8MZ59,LEUTX,1.838,ENST00000638280,True,True,False
1281,ENSG00000273706,LHX1,LHX1,P48742,LHX1,0.552,ENST00000614239,False,True,False
1282,ENSG00000106689,LHX2,LHX2,P50458,LHX2,0.368,ENST00000373615,True,True,False
1283,ENSG00000107187,LHX3,LHX3,Q9UBR4,LHX3,1.024,ENST00000371748,True,True,False
1284,ENSG00000121454,LHX4,LHX4,Q969G2,LHX4,0.589,ENST00000263726,False,False,False
1285,ENSG00000089116,LHX5,LHX5,Q9H2C1,LHX5,0.42,ENST00000261731,True,False,False
1286,ENSG00000106852,LHX6,LHX6,Q9UPM6,LHX6,0.593,ENST00000394319,True,False,False
1287,ENSG00000162624,LHX8,LHX8,Q68G74,LHX8,0.519,ENST00000356261,True,False,False
1288,ENSG00000143355,LHX9,LHX9,Q9NQ69,LHX9,0.411,ENST00000367387,False,False,False
1289,ENSG00000162761,LMX1A,LMX1A,Q8TE12,LMX1A,0.476,ENST00000342310,True,True,False
1290,ENSG00000136944,LMX1B,LMX1B,O60663,LMX1B,0.409,ENST00000373474,True,False,True
1291,ENSG00000143995,MEIS1,MEIS1,O00470,MEIS1,0.228,ENST00000272369,True,True,False
1292,ENSG00000134138,MEIS2,MEIS2,O14770,MEIS2,0.255,ENST00000561208,True,True,True
1293,ENSG00000105419,MEIS3,MEIS3,Q99687,MEIS3,1.084,ENST00000558555,True,False,False
1294,ENSG00000005102,MEOX1,MEOX1,P50221,MEOX1,1.142,ENST00000318579,False,False,False
1295,ENSG00000106511,MEOX2,MEOX2,P50222,MEOX2,0.756,ENST00000262041,False,False,False
1296,ENSG00000185155,MIXL1,MIXL1,Q9H2W2,MIXL1,1.924,ENST00000366810,True,True,False
1297,ENSG00000150051,MKX,MKX,Q8IYA7,MKX,0.575,ENST00000419761,True,False,True
1298,ENSG00000130675,MNX1,MNX1,P50219,MNX1,0.634,ENST00000252971,True,False,False
1299,ENSG00000163132,MSX1,MSX1,P28360,MSX1,1.289,ENST00000382723,True,True,False
1300,ENSG00000120149,MSX2,MSX2,P35548,MSX2,1.013,ENST00000239243,True,True,True
1301,ENSG00000111704,NANOG,NANOG,Q9H9S0,NANOG,0.4,ENST00000229307,True,True,False
1302,ENSG00000205857,NANOGNB,NANOGNB,Q7Z5D8,NANOGNB,1.51,ENST00000382119,False,False,False
1303,ENSG00000255192,NANOGP8,NANOGP8,Q6NSW7,NANOGP8,,ENST00000528386,True,True,False
1304,ENSG00000235608,NKX1-1,NKX1-1,Q15270,NKX1-1,,,True,False,False
1305,ENSG00000229544,NKX1-2,NKX1-2,Q9UD57,NKX1-2,0.894,ENST00000451024,True,False,False
1306,ENSG00000136352,NKX2-1,NKX2-1,P43699,NKX2-1,0.522,ENST00000354822,True,True,False
1307,ENSG00000125820,NKX2-2,NKX2-2,O95096,NKX2-2,0.64,ENST00000377142,True,True,True
1308,ENSG00000119919,NKX2-3,NKX2-3,Q8TAU0,NKX2-3,0.561,ENST00000344586,True,False,False
1309,ENSG00000125816,NKX2-4,NKX2-4,Q9H2Z4,NKX2-4,1.968,ENST00000351817,True,False,False
1310,ENSG00000183072,NKX2-5,NKX2-5,P52952,NKX2-5,0.321,ENST00000329198,True,True,False
1311,ENSG00000180053,NKX2-6,NKX2-6,A6NCS4,NKX2-6,1.687,ENST00000325017,True,False,False
1312,ENSG00000136327,NKX2-8,NKX2-8,O15522,NKX2-8,1.932,ENST00000258829,True,False,False
1313,ENSG00000167034,NKX3-1,NKX3-1,Q99801,NKX3-1,1.179,ENST00000380871,True,False,False
1314,ENSG00000109705,NKX3-2,NKX3-2,P78367,NKX3-2,1.203,ENST00000382438,True,False,False
1315,ENSG00000163623,NKX6-1,NKX6-1,P78426,NKX6-1,1.021,ENST00000295886,True,True,False
1316,ENSG00000148826,NKX6-2,NKX6-2,Q9C056,NKX6-2,1.68,ENST00000368592,True,False,False
1317,ENSG00000165066,NKX6-3,NKX6-3,A6NJ46,NKX6-3,1.24,ENST00000518699,True,False,False
1318,ENSG00000106410,NOBOX,NOBOX,O60393,NOBOX,1.061,ENST00000467773,False,True,False
1319,ENSG00000214513,NOTO,NOTO,A8MTQ0,NOTO,1.597,ENST00000398468,True,False,False
1320,ENSG00000171540,OTP,OTP,Q5XKR4,OTP,0.726,ENST00000306422,True,True,False
1321,ENSG00000115507,OTX1,OTX1,P32242,OTX1,0.508,ENST00000282549,False,True,True
1322,ENSG00000165588,OTX2,OTX2,P32243,OTX2,0.324,ENST00000672264,True,True,False
1323,ENSG00000185630,PBX1,PBX1,P40424,PBX1,0.212,ENST00000420696,True,False,True
1324,ENSG00000204304,PBX2,PBX2,P40425,PBX2,0.399,ENST00000375050,False,False,False
1325,ENSG00000167081,PBX3,PBX3,P40426,PBX3,0.356,ENST00000373489,False,False,False
1326,ENSG00000105717,PBX4,PBX4,Q9BYU1,PBX4,1.079,ENST00000251203,True,False,False
1327,ENSG00000139515,PDX1,PDX1,O00330,PDHX,1.642,ENST00000381033,False,False,False
1328,ENSG00000139515,PDX1,PDX1,P52945,PDX1,1.642,ENST00000381033,True,True,False
1329,ENSG00000165462,PHOX2A,PHOX2A,O14813,PHOX2A,1.844,ENST00000298231,True,True,False
1330,ENSG00000109132,PHOX2B,PHOX2B,Q99453,PHOX2B,0.349,ENST00000226382,True,False,False
1331,ENSG00000069011,PITX1,PITX1,P78337,PITX1,0.575,ENST00000265340,True,True,True
1332,ENSG00000164093,PITX2,PITX2,Q99697,PITX2,0.41,ENST00000644743,True,True,False
1333,ENSG00000107859,PITX3,PITX3,O75364,PITX3,0.691,ENST00000370002,True,False,False
1334,ENSG00000160199,PKNOX1,PKNOX1,P55347,PKNOX1,0.595,ENST00000291547,True,False,False
1335,ENSG00000165495,PKNOX2,PKNOX2,Q96KN3,PKNOX2,0.391,ENST00000298282,True,False,False
1336,ENSG00000175325,PROP1,PROP1,O75360,PROP1,0.87,ENST00000308304,True,True,False
1337,ENSG00000116132,PRRX1,PRRX1,P54821,PRRX1,0.571,ENST00000239461,True,True,False
1338,ENSG00000167157,PRRX2,PRRX2,Q99811,PRRX2,1.164,ENST00000372469,True,True,False
1339,ENSG00000134438,RAX,RAX,O75569,PRKRA,1.197,ENST00000334889,False,False,False
1340,ENSG00000134438,RAX,RAX,Q9Y2V3,RAX,1.197,ENST00000334889,True,False,False
1341,ENSG00000173976,RAX2,RAX2,Q96IS3,RAX2,1.525,ENST00000555633,True,False,False
1342,ENSG00000101883,RHOXF1,RHOXF1,Q8NHV9,RHOXF1,,,False,False,True
1343,ENSG00000131721,RHOXF2,RHOXF2,Q9BQY4,RHOXF2,,,False,False,False
1344,ENSG00000203989,RHOXF2B,RHOXF2B,P0C7M4,RHOXF2B,,,False,False,False
1345,ENSG00000274529,SEBOX,SEBOX,Q9HB31,SEBOX,1.767,ENST00000536498,False,False,False
1346,ENSG00000185960,SHOX,SHOX,O15266,SHOX,,,True,False,True
1347,ENSG00000168779,SHOX2,SHOX2,O60902,SHOX2,0.769,ENST00000483851,True,False,False
1348,ENSG00000126778,SIX1,SIX1,Q15475,SIX1,0.692,ENST00000645694,True,False,False
1349,ENSG00000170577,SIX2,SIX2,Q9NPC8,SIX2,1.24,ENST00000303077,True,True,False
1350,ENSG00000138083,SIX3,SIX3,O95343,SIX3,0.387,ENST00000260653,True,False,False
1351,ENSG00000100625,SIX4,SIX4,Q9UIU6,SIX4,0.676,ENST00000216513,True,True,False
1352,ENSG00000177045,SIX5,SIX5,Q8N196,SIX5,1.08,ENST00000317578,True,False,False
1353,ENSG00000184302,SIX6,SIX6,O95475,SIX6,0.921,ENST00000327720,True,False,False
1354,ENSG00000177426,TGIF1,TGIF1,Q15583,TGIF1,0.477,ENST00000343820,True,False,False
1355,ENSG00000118707,TGIF2,TGIF2,Q9GZN2,TGIF2,0.667,ENST00000373872,False,False,False
1356,ENSG00000153779,TGIF2LX,TGIF2LX,Q8IUE1,TGIF2LX,,,True,False,False
1357,ENSG00000176679,TGIF2LY,TGIF2LY,Q8IUE0,TGIF2LY,,,False,False,False
1358,ENSG00000107807,TLX1,TLX1,P31314,TLX1,0.504,ENST00000370196,True,False,False
1359,ENSG00000115297,TLX2,TLX2,O43763,TLX2,1.278,ENST00000233638,True,False,False
1360,ENSG00000164438,TLX3,TLX3,O43711,TLX3,1.004,ENST00000296921,True,False,False
1361,ENSG00000178928,TPRX1,TPRX1,Q8N7U7,TPRX1,1.651,ENST00000535759,False,True,False
1362,ENSG00000164853,UNCX,UNCX,A6NJT0,UNCX,1.105,ENST00000316333,True,False,False
1363,ENSG00000148704,VAX1,VAX1,Q5SQQ9,VAX1,0.678,ENST00000369206,False,True,False
1364,ENSG00000116035,VAX2,VAX2,Q9UIW0,VAX2,1.508,ENST00000234392,True,True,False
1365,ENSG00000151650,VENTX,VENTX,O95231,VENTX,1.898,ENST00000325980,True,False,False
1366,ENSG00000100987,VSX1,VSX1,Q9NZR4,VSX1,1.686,ENST00000376709,True,False,False
1367,ENSG00000119614,VSX2,VSX2,P58304,VSX2,1.35,ENST00000261980,True,False,False
1368,ENSG00000136367,ZFHX2,ZFHX2,Q9C0A1,ZFHX2,0.604,ENST00000419474,True,False,False
1369,ENSG00000165156,ZHX1,ZHX1,Q9UKY1,ZHX1,0.447,ENST00000395571,True,False,False
1370,ENSG00000178764,ZHX2,ZHX2,Q9Y6X8,ZHX2,0.517,ENST00000314393,True,False,False
1371,ENSG00000174306,ZHX3,ZHX3,Q9H4I2,ZHX3,0.43,ENST00000683867,True,False,False
1372,ENSG00000075891,PAX2,PAX2,Q02962,PAX2,0.451,ENST00000355243,True,True,False
1373,ENSG00000135903,PAX3,PAX3,P23760,PAX3,0.409,ENST00000392070,True,True,False
1374,ENSG00000106331,PAX4,PAX4,O43316,PAX4,1.056,ENST00000639438,False,False,False
1375,ENSG00000007372,PAX6,PAX6,P26367,PAX6,0.226,ENST00000640368,False,True,True
1376,ENSG00000009709,PAX7,PAX7,P23759,PAX7,0.504,ENST00000420770,True,True,False
1377,ENSG00000064835,POU1F1,POU1F1,P28069,POU1F1,0.924,ENST00000350375,False,True,False
1378,ENSG00000143190,POU2F1,POU2F1,P14859,POU2F1,0.256,ENST00000367866,False,True,False
1379,ENSG00000028277,POU2F2,POU2F2,P09086,POU2F2,0.279,ENST00000692977,True,True,False
1380,ENSG00000137709,POU2F3,POU2F3,Q9UKI9,POU2F3,0.577,ENST00000543440,True,False,False
1381,ENSG00000185668,POU3F1,POU3F1,Q03052,POU3F1,1.015,ENST00000373012,True,True,False
1382,ENSG00000184486,POU3F2,POU3F2,P20265,POU3F2,0.822,ENST00000328345,False,False,False
1383,ENSG00000198914,POU3F3,POU3F3,P20264,POU3F3,0.482,ENST00000361360,False,False,True
1384,ENSG00000196767,POU3F4,POU3F4,P49335,POU3F4,,,False,False,False
1385,ENSG00000152192,POU4F1,POU4F1,Q01851,POU4F1,0.713,ENST00000377208,False,False,False
1386,ENSG00000151615,POU4F2,POU4F2,Q12837,POU4F2,0.888,ENST00000281321,False,True,False
1387,ENSG00000091010,POU4F3,POU4F3,Q15319,POU4F3,0.565,ENST00000646991,False,False,False
1388,ENSG00000204531,POU5F1,POU5F1,Q01860,POU5F1,0.319,ENST00000259915,True,True,False
1389,ENSG00000212993,POU5F1B,POU5F1B,Q06416,POU5F1B,1.293,ENST00000465342,True,True,False
1390,ENSG00000248483,POU5F2,POU5F2,Q8N7G0,POU5F2,1.891,ENST00000606183,False,False,False
1391,ENSG00000184271,POU6F1,POU6F1,Q14863,POU6F1,0.533,ENST00000333640,False,False,False
1392,ENSG00000106536,POU6F2,POU6F2,P78424,POU6F2,0.592,ENST00000518318,False,False,False
1393,ENSG00000185122,HSF1,HSF1,Q00613,HSF1,0.884,ENST00000528838,True,True,False
1394,ENSG00000025156,HSF2,HSF2,Q03933,HSF2,0.409,ENST00000368455,True,True,False
1395,ENSG00000102878,HSF4,HSF4,Q9ULV5,HSF4,1.111,ENST00000521374,True,False,False
1396,ENSG00000176160,HSF5,HSF5,Q4G112,HSF5,0.255,ENST00000323777,True,True,False
1397,ENSG00000171116,HSFX1,HSFX1,Q9UBD0,HSFX1; HSFX2,,,True,False,False
1398,ENSG00000268738,HSFX2,,,,,,False,True,False
1399,ENSG00000172468,HSFY1,HSFY1,Q96LI6,HSFY1; HSFY2,,,False,False,False
1400,ENSG00000169953,HSFY2,,,,,,False,True,False
1401,ENSG00000125347,IRF1,IRF1,P10914,IRF1,0.531,ENST00000245414,True,True,False
1402,ENSG00000168310,IRF2,IRF2,P14316,IRF2,0.483,ENST00000393593,True,True,False
1403,ENSG00000126456,IRF3,IRF3,Q14653,IRF3,0.949,ENST00000377139,True,True,False
1404,ENSG00000137265,IRF4,IRF4,Q15306,IRF4,0.383,ENST00000380956,True,False,False
1405,ENSG00000128604,IRF5,IRF5,Q13568,IRF5,0.536,ENST00000357234,True,True,False
1406,ENSG00000117595,IRF6,IRF6,O14896,IRF6,0.214,ENST00000367021,True,True,False
1407,ENSG00000185507,IRF7,IRF7,Q92985,IRF7,1.766,ENST00000525445,True,True,False
1408,ENSG00000140968,IRF8,IRF8,Q02556,IRF8,0.462,ENST00000268638,True,False,False
1409,ENSG00000213928,IRF9,IRF9,Q00978,IRF9,0.499,ENST00000396864,False,False,False
1410,ENSG00000188981,MSANTD1,MSANTD1,Q6ZTZ1,MSANTD1,0.733,ENST00000438480,False,False,False
1411,ENSG00000066697,MSANTD3,MSANTD3,Q96H12,MSANTD3,0.649,ENST00000395067,False,False,False
1412,ENSG00000171169,NAIF1,NAIF1,Q69YI7,NAIF1,1.119,ENST00000373078,False,False,False
1413,ENSG00000064489,BORCS8-MEF2B,,,,0.776,ENST00000514819,False,True,False
1414,ENSG00000068305,MEF2A,MEF2A,Q02078,MEF2A,0.762,ENST00000557942,True,True,False
1415,ENSG00000213999,MEF2B,MEF2B,Q02080,MEF2B,0.778,ENST00000424583,False,True,False
1416,ENSG00000081189,MEF2C,MEF2C,Q06413,MEF2C,0.212,ENST00000504921,True,True,True
1417,ENSG00000116604,MEF2D,MEF2D,Q14814,MEF2D,0.285,ENST00000348159,True,True,False
1418,ENSG00000112658,SRF,SRF,P11831,SRF,0.358,ENST00000265354,True,True,False
1419,ENSG00000123636,BAZ2B,BAZ2B,Q9UIF8,BAZ2B,0.386,ENST00000392783,True,False,True
1420,ENSG00000134046,MBD2,MBD2,Q9UBB5,MBD2,0.539,ENST00000256429,True,True,False
1421,ENSG00000071655,MBD3,MBD3,O95983,MBD3,0.681,ENST00000434436,True,False,True
1422,ENSG00000129071,MBD4,MBD4,O95243,MBD4,1.023,ENST00000429544,True,False,True
1423,ENSG00000166987,MBD6,MBD6,Q96DN6,MBD6,0.5,ENST00000355673,False,False,True
1424,ENSG00000127445,PIN1,PIN1,Q13526,PIN1,1.176,ENST00000247970,True,False,False
1425,ENSG00000143379,SETDB1,SETDB1,Q15047,SETDB1,0.29,ENST00000692827,True,False,True
1426,ENSG00000136169,SETDB2,SETDB2,Q96T68,SETDB2,0.858,ENST00000611815,True,False,True
1427,ENSG00000076108,BAZ2A,BAZ2A,Q9UIF9,BAZ2A,0.226,ENST00000549884,True,False,False
1428,ENSG00000169057,MECP2,MECP2,P51608,MECP2,,,True,False,True
1429,ENSG00000141644,MBD1,MBD1,Q9UIS9,MBD1,0.41,ENST00000269468,True,False,True
1430,ENSG00000127989,MTERF1,MTERF1,Q99551,MTERF1,1.205,ENST00000351870,False,False,False
1431,ENSG00000120832,MTERF2,MTERF2,Q49AM1,MTERF2,1.026,ENST00000240050,False,False,False
1432,ENSG00000156469,MTERF3,MTERF3,Q96E29,MTERF3,1.212,ENST00000287025,True,True,False
1433,ENSG00000122085,MTERF4,MTERF4,Q7Z6M4,MTERF4,1.037,ENST00000391980,False,False,False
1434,ENSG00000096401,CDC5L,CDC5L,Q99459,CDC5L,0.26,ENST00000371477,True,False,False
1435,ENSG00000135164,DMTF1,DMTF1,Q9Y222,DMTF1,0.539,ENST00000331242,False,True,False
1436,ENSG00000170903,MSANTD4,MSANTD4,Q8NCY6,MSANTD4,0.644,ENST00000301919,True,False,False
1437,ENSG00000118513,MYB,MYB,P10242,MYB,0.443,ENST00000341911,True,True,False
1438,ENSG00000185697,MYBL1,MYBL1,P10243,MYBL1,0.28,ENST00000522677,True,True,False
1439,ENSG00000101057,MYBL2,MYBL2,P10244,MYBL2,0.496,ENST00000217026,True,True,False
1440,ENSG00000176182,MYPOP,MYPOP,Q86VE0,MYPOP,1.724,ENST00000322217,True,False,False
1441,ENSG00000162601,MYSM1,MYSM1,Q5VVJ2,MYSM1,0.578,ENST00000472487,True,False,False
1442,ENSG00000165684,SNAPC4,SNAPC4,Q5SXM2,SNAPC4,0.995,ENST00000684778,True,False,False
1443,ENSG00000249961,TERB1,TERB1,Q8NA31,TERB1,1.075,ENST00000433154,True,False,False
1444,ENSG00000147601,TERF1,TERF1,P54274,TERF1,0.6,ENST00000276603,True,False,False
1445,ENSG00000132604,TERF2,TERF2,Q15554,TERF2,0.444,ENST00000254942,True,False,True
1446,ENSG00000125482,TTF1,TTF1,Q15361,TTF1,1.018,ENST00000334270,False,False,False
1447,ENSG00000036549,ZZZ3,ZZZ3,Q8IYH5,ZZZ3,0.289,ENST00000370801,False,False,False
1448,ENSG00000124920,MYRF,MYRF,Q9Y2G1,MYRF,0.215,ENST00000278836,True,True,False
1449,ENSG00000166268,MYRFL,MYRFL,Q96LU7,MYRFL,0.91,ENST00000552032,False,True,False
1450,ENSG00000086102,NFX1,NFX1,Q12986,NFX1,0.574,ENST00000379540,True,False,False
1451,ENSG00000170448,NFXL1,NFXL1,Q6ZNB6,NFXL1,0.91,ENST00000507489,True,False,False
1452,ENSG00000169083,AR,AR,P10275,AR,,,True,True,False
1453,ENSG00000091831,ESR1,ESR1,P03372,ESR1,0.456,ENST00000206249,False,True,False
1454,ENSG00000140009,ESR2,ESR2,Q92731,ESR2,1.002,ENST00000341099,True,True,True
1455,ENSG00000173153,ESRRA,ESRRA,P11474,ESRRA,0.458,ENST00000000442,True,True,False
1456,ENSG00000119715,ESRRB,ESRRB,O95718,ESRRB,0.56,ENST00000644823,False,True,True
1457,ENSG00000196482,ESRRG,ESRRG,P62508,ESRRG,0.464,ENST00000408911,True,True,False
1458,ENSG00000101076,HNF4A,HNF4A,P41235,HNF4A,0.439,ENST00000316099,True,True,False
1459,ENSG00000164749,HNF4G,HNF4G,Q14541,HNF4G,0.421,ENST00000396423,True,False,False
1460,ENSG00000169297,NR0B1,NR0B1,P51843,NR0B1,,,True,False,False
1461,ENSG00000126368,NR1D1,NR1D1,P20393,NR1D1,0.476,ENST00000246672,True,True,True
1462,ENSG00000174738,NR1D2,NR1D2,Q14995,NR1D2,0.702,ENST00000312521,True,False,False
1463,ENSG00000131408,NR1H2,NR1H2,P55055,NR1H2,0.901,ENST00000253727,True,True,False
1464,ENSG00000025434,NR1H3,NR1H3,Q13133,NR1H3,0.556,ENST00000441012,True,True,False
1465,ENSG00000012504,NR1H4,NR1H4,Q96RI1,NR1H4,0.577,ENST00000392986,False,True,False
1466,ENSG00000144852,NR1I2,NR1I2,O75469,NR1I2,1.177,ENST00000393716,True,True,False
1467,ENSG00000143257,NR1I3,NR1I3,Q14994,NR1I3,1.015,ENST00000367983,False,True,False
1468,ENSG00000120798,NR2C1,NR2C1,P13056,NR2C1,0.701,ENST00000333003,True,False,False
1469,ENSG00000177463,NR2C2,NR2C2,P49116,NR2C2,0.159,ENST00000425241,True,False,False
1470,ENSG00000112333,NR2E1,NR2E1,Q9Y466,NR2E1,0.268,ENST00000368986,True,False,False
1471,ENSG00000278570,NR2E3,NR2E3,Q9Y5X4,NR2E3,1.47,ENST00000617575,True,False,False
1472,ENSG00000175745,NR2F1,NR2F1,P10589,NR2F1,0.133,ENST00000327111,True,False,True
1473,ENSG00000185551,NR2F2,NR2F2,P24468,NR2F2,0.197,ENST00000394166,True,False,False
1474,ENSG00000160113,NR2F6,NR2F6,P10588,NR2F6,1.256,ENST00000291442,False,False,False
1475,ENSG00000113580,NR3C1,NR3C1,P04150,NR3C1,0.294,ENST00000394464,True,True,False
1476,ENSG00000151623,NR3C2,NR3C2,P08235,NR3C2,0.268,ENST00000358102,True,False,True
1477,ENSG00000123358,NR4A1,NR4A1,P22736,NR4A1,0.713,ENST00000394825,True,True,False
1478,ENSG00000153234,NR4A2,NR4A2,P43354,NR4A2,0.093,ENST00000339562,True,True,True
1479,ENSG00000119508,NR4A3,NR4A3,Q92570,NR4A3,0.437,ENST00000395097,True,True,False
1480,ENSG00000136931,NR5A1,NR5A1,Q13285,NR5A1,0.314,ENST00000373588,True,True,False
1481,ENSG00000116833,NR5A2,NR5A2,O00482,NR5A2,0.619,ENST00000367362,True,True,False
1482,ENSG00000148200,NR6A1,NR6A1,Q15406,NR6A1,0.193,ENST00000487099,True,True,False
1483,ENSG00000082175,PGR,PGR,P06401,PGR,0.554,ENST00000325455,True,True,False
1484,ENSG00000186951,PPARA,PPARA,Q07869,PPARA,0.711,ENST00000407236,True,True,False
1485,ENSG00000112033,PPARD,PPARD,Q03181,PPARD,0.311,ENST00000360694,False,True,False
1486,ENSG00000132170,PPARG,PPARG,P37231,PPARG,0.628,ENST00000651735,True,True,False
1487,ENSG00000131759,RARA,RARA,P10276,RARA,0.254,ENST00000254066,False,True,False
1488,ENSG00000077092,RARB,RARB,P10826,RARB,0.477,ENST00000330688,False,True,False
1489,ENSG00000172819,RARG,RARG,P13631,RARG,0.604,ENST00000425354,True,True,False
1490,ENSG00000069667,RORA,RORA,P35398,RORA,0.207,ENST00000335670,True,True,True
1491,ENSG00000198963,RORB,RORB,Q92753,RORB,0.257,ENST00000376896,True,False,True
1492,ENSG00000143365,RORC,RORC,P51449,RORC,0.351,ENST00000318247,True,True,False
1493,ENSG00000186350,RXRA,RXRA,P19793,RXRA,0.266,ENST00000481739,False,True,False
1494,ENSG00000204231,RXRB,RXRB,P28702,RXRB,0.513,ENST00000374680,True,True,False
1495,ENSG00000143171,RXRG,RXRG,P48443,RXRG,0.542,ENST00000359842,True,True,False
1496,ENSG00000126351,THRA,THRA,P10827,THRA,0.439,ENST00000450525,False,True,True
1497,ENSG00000151090,THRB,THRB,P10828,THRB,0.43,ENST00000646209,False,True,False
1498,ENSG00000111424,VDR,VDR,P11473,VDR,0.714,ENST00000549336,True,True,True
1499,ENSG00000106624,AEBP1,AEBP1,Q8IUX7,AEBP1,0.735,ENST00000223357,True,True,False
1500,ENSG00000160007,ARHGAP35,ARHGAP35,Q9NRY4,ARHGAP35,0.204,ENST00000672722,True,False,False
1501,ENSG00000171634,BPTF,BPTF,Q12830,BPTF,0.09,ENST00000306378,False,False,False
1502,ENSG00000104221,BRF2,BRF2,Q9HAW0,BRF2,0.827,ENST00000220659,False,False,False
1503,ENSG00000138380,CARF,CARF,Q8N187,CARF,0.782,ENST00000438828,False,False,False
1504,ENSG00000138380,CARF,CARF,Q9NXV6,CDKN2AIP,0.782,ENST00000438828,False,False,False
1505,ENSG00000132024,CC2D1A,CC2D1A,Q6P1N0,CC2D1A,0.649,ENST00000318003,True,True,True
1506,ENSG00000115816,CEBPZ,CEBPZ,Q03701,CEBPZ,0.923,ENST00000234170,True,False,False
1507,ENSG00000115163,CENPA,CENPA,P49450,CENPA,0.769,ENST00000335756,False,False,False
1508,ENSG00000175279,CENPS,CENPS,Q8N2Z9,CENPS,1.478,ENST00000309048,False,False,False
1509,ENSG00000102901,CENPT,CENPT,Q96BT3,CENPT,0.917,ENST00000562787,True,False,False
1510,ENSG00000169689,CENPX,CENPX,A8MT69,CENPX,1.663,ENST00000392359,False,False,False
1511,ENSG00000163320,CGGBP1,CGGBP1,Q9UFW8,CGGBP1,0.767,ENST00000482016,True,False,False
1512,ENSG00000106554,CHCHD3,CHCHD3,Q9NX63,CHCHD3,0.869,ENST00000262570,False,False,False
1513,ENSG00000214575,CPEB1,CPEB1,Q9BZB8,CPEB1,0.177,ENST00000684509,False,False,False
1514,ENSG00000144655,CSRNP1,CSRNP1,Q96S65,CSRNP1,0.614,ENST00000273153,False,True,False
