,gene_id,gene,From,Entry,Gene Names (primary),LOEUF,transcript,repressor,activator,sfari
977,ENSG00000144161,ZC3H8,ZC3H8,Q8N5P1,ZC3H8,1.027,ENST00000409573,False,False,False
978,ENSG00000197114,ZGPAT,ZGPAT,Q8N5A5,ZGPAT,1.101,ENST00000355969,False,False,False
979,ENSG00000125817,CENPB,CENPB,P07199,CENPB,0.828,ENST00000379751,False,False,False
980,ENSG00000177946,CENPBD1,CENPBD1,B2RD01,CENPBD1P,,,False,False,False
981,ENSG00000234616,JRK,JRK,O75564,JRK,1.911,ENST00000612905,True,False,False
982,ENSG00000183340,JRKL,JRKL,Q9Y4A0,JRKL,1.002,ENST00000332349,True,True,False
983,ENSG00000221944,TIGD1,TIGD1,Q96MW7,TIGD1,1.895,ENST00000408957,True,True,False
984,ENSG00000180346,TIGD2,TIGD2,Q4W5G0,TIGD2,0.739,ENST00000603357,False,False,False
985,ENSG00000173825,TIGD3,TIGD3,Q6B0B8,TIGD3,1.219,ENST00000309880,True,False,False
986,ENSG00000169989,TIGD4,TIGD4,Q8IY51,TIGD4,1.123,ENST00000304337,True,True,False
987,ENSG00000179886,TIGD5,TIGD5,Q53EQ6,TIGD5,1.565,ENST00000504548,True,False,False
988,ENSG00000164296,TIGD6,TIGD6,Q17RP2,TIGD6,1.366,ENST00000296736,False,False,False
989,ENSG00000140993,TIGD7,TIGD7,Q6NT04,TIGD7,1.288,ENST00000396862,True,True,False
990,ENSG00000171735,CAMTA1,CAMTA1,Q9Y6Y1,CAMTA1,0.227,ENST00000303635,True,True,False
991,ENSG00000108509,CAMTA2,CAMTA2,O94983,CAMTA2,0.512,ENST00000348066,True,True,True
992,ENSG00000131914,LIN28A,LIN28A,Q9H9Z2,LIN28A,0.831,ENST00000326279,False,False,False
993,ENSG00000187772,LIN28B,LIN28B,Q6ZN17,LIN28B,0.411,ENST00000345080,False,False,False
994,ENSG00000065978,YBX1,YBX1,P67809,YBX1,0.199,ENST00000321358,True,False,False
995,ENSG00000006047,YBX2,YBX2,Q9Y2T7,YBX2,0.266,ENST00000007699,False,False,False
996,ENSG00000060138,YBX3,YBX3,P16989,YBX3,1.012,ENST00000228251,True,False,False
997,ENSG00000168214,RBPJ,RBPJ,Q06330,RBPJ,0.267,ENST00000355476,True,False,False
998,ENSG00000124232,RBPJL,RBPJL,Q9UBG7,RBPJL,1.089,ENST00000343694,True,False,False
999,ENSG00000257923,CUX1,CUX1,P39880,CUX1,0.277,ENST00000292535,True,False,True
1000,ENSG00000257923,CUX1,CUX1,Q13948,CUX1,0.277,ENST00000292535,False,False,True
1001,ENSG00000111249,CUX2,CUX2,O14529,CUX2,0.383,ENST00000261726,True,False,True
1002,ENSG00000169856,ONECUT1,ONECUT1,Q9UBC0,ONECUT1,0.823,ENST00000305901,True,True,False
1003,ENSG00000119547,ONECUT2,ONECUT2,O95948,ONECUT2,0.677,ENST00000491143,True,False,False
1004,ENSG00000205922,ONECUT3,ONECUT3,O60422,ONECUT3,1.933,ENST00000382349,False,False,False
1005,ENSG00000182568,SATB1,SATB1,Q01826,SATB1,0.209,ENST00000338745,True,False,True
1006,ENSG00000119042,SATB2,SATB2,Q9UPW6,SATB2,0.077,ENST00000417098,True,False,True
1007,ENSG00000154832,CXXC1,CXXC1,Q9P0U4,CXXC1,0.37,ENST00000285106,True,True,False
1008,ENSG00000168772,CXXC4,CXXC4,Q9H2H0,CXXC4,0.496,ENST00000394767,False,False,False
1009,ENSG00000171604,CXXC5,CXXC5,Q7LFL8,CXXC5,0.367,ENST00000302517,False,False,False
1010,ENSG00000130816,DNMT1,DNMT1,P26358,DNMT1,0.15,ENST00000359526,True,False,False
1011,ENSG00000099364,FBXL19,FBXL19,Q6PCT2,FBXL19,0.541,ENST00000338343,True,False,False
1012,ENSG00000173120,KDM2A,KDM2A,Q9Y2K7,KDM2A,0.057,ENST00000529006,True,False,True
1013,ENSG00000089094,KDM2B,KDM2B,Q8NHM5,KDM2B,0.266,ENST00000377071,True,False,True
1014,ENSG00000138336,TET1,TET1,Q8NFU7,TET1,0.151,ENST00000373644,True,True,False
1015,ENSG00000187605,TET3,TET3,O43151,TET3,0.213,ENST00000409262,True,False,True
1016,ENSG00000118058,KMT2A,KMT2A,Q03164,KMT2A,0.065,ENST00000534358,True,True,True
1017,ENSG00000272333,KMT2B,KMT2B,Q9UMN6,KMT2B,0.127,ENST00000420124,True,True,False
1018,ENSG00000137090,DMRT1,DMRT1,Q9Y5R6,DMRT1,0.432,ENST00000382276,True,True,False
1019,ENSG00000173253,DMRT2,DMRT2,Q9Y5R5,DMRT2,1.279,ENST00000358146,True,False,False
1020,ENSG00000064218,DMRT3,DMRT3,Q9NQL9,DMRT3,1.273,ENST00000190165,True,False,False
1021,ENSG00000176399,DMRTA1,DMRTA1,Q5VZB9,DMRTA1,1.279,ENST00000325870,True,False,False
1022,ENSG00000142700,DMRTA2,DMRTA2,Q96SC8,DMRTA2,1.236,ENST00000404795,True,False,False
1023,ENSG00000143006,DMRTB1,DMRTB1,Q96MA1,DMRTB1,0.716,ENST00000371445,False,False,False
1024,ENSG00000142025,DMRTC2,DMRTC2,Q8IXT2,DMRTC2,0.521,ENST00000269945,True,False,False
1025,ENSG00000101412,E2F1,E2F1,Q01094,E2F1,0.399,ENST00000343380,False,True,False
1026,ENSG00000007968,E2F2,E2F2,Q14209,E2F2,0.761,ENST00000361729,True,True,False
1027,ENSG00000112242,E2F3,E2F3,O00716,E2F3,0.393,ENST00000346618,True,True,False
1028,ENSG00000205250,E2F4,E2F4,Q16254,E2F4,0.615,ENST00000379378,True,True,False
1029,ENSG00000133740,E2F5,E2F5,Q15329,E2F5,1.008,ENST00000416274,True,True,False
1030,ENSG00000169016,E2F6,E2F6,O75461,E2F6,1.073,ENST00000381525,True,False,False
1031,ENSG00000165891,E2F7,E2F7,Q96AV8,E2F7,0.58,ENST00000322886,True,False,False
1032,ENSG00000129173,E2F8,E2F8,A0AVK6,E2F8,0.539,ENST00000250024,True,False,False
1033,ENSG00000198176,TFDP1,TFDP1,Q14186,TFDP1,0.245,ENST00000375370,True,True,False
1034,ENSG00000114126,TFDP2,TFDP2,Q14188,TFDP2,0.443,ENST00000489671,True,False,False
1035,ENSG00000183434,TFDP3,TFDP3,Q5H9I0,TFDP3,,,False,False,False
1036,ENSG00000164330,EBF1,EBF1,Q9UH73,EBF1,0.264,ENST00000313708,True,True,False
1037,ENSG00000221818,EBF2,EBF2,Q9HAK2,EBF2,0.394,ENST00000520164,True,False,False
1038,ENSG00000108001,EBF3,EBF3,Q9H4W6,EBF3,0.353,ENST00000440978,True,True,True
1039,ENSG00000088881,EBF4,EBF4,Q9BQW3,EBF4,0.868,ENST00000609451,True,False,False
1040,ENSG00000135373,EHF,EHF,Q9NZC4,EHF,0.483,ENST00000257831,True,False,False
1041,ENSG00000120690,ELF1,ELF1,P32519,ELF1,0.656,ENST00000239882,True,True,False
1042,ENSG00000109381,ELF2,ELF2,Q15723,ELF2,0.271,ENST00000686138,True,True,False
1043,ENSG00000102034,ELF4,ELF4,Q99607,ELF4,,,False,True,False
1044,ENSG00000135374,ELF5,ELF5,Q9UKW6,ELF5,1.064,ENST00000257832,True,True,False
1045,ENSG00000126767,ELK1,ELK1,P19419,ELK1,,,True,True,False
1046,ENSG00000111145,ELK3,ELK3,P41970,ELK3,0.608,ENST00000228741,True,True,False
1047,ENSG00000158711,ELK4,ELK4,P28324,ELK4,0.856,ENST00000357992,True,True,False
1048,ENSG00000105722,ERF,ERF,P50548,ERF,0.443,ENST00000222329,True,False,False
1049,ENSG00000157554,ERG,ERG,P11308,ERG,0.234,ENST00000288319,True,True,True
1050,ENSG00000157554,ERG,ERG,Q12809,KCNH2,0.234,ENST00000288319,False,False,True
1051,ENSG00000134954,ETS1,ETS1,P14921,ETS1,0.393,ENST00000392668,True,True,False
1052,ENSG00000157557,ETS2,ETS2,P15036,ETS2,0.434,ENST00000360938,False,True,False
1053,ENSG00000006468,ETV1,ETV1,P50549,ETV1,0.658,ENST00000430479,True,True,False
1054,ENSG00000105672,ETV2,ETV2,O00321,ETV2,1.448,ENST00000402764,True,True,False
1055,ENSG00000117036,ETV3,ETV3,P41162,ETV3,0.447,ENST00000368192,True,True,False
1056,ENSG00000253831,ETV3L,ETV3L,Q6ZN32,ETV3L,1.452,ENST00000454449,False,False,False
1057,ENSG00000175832,ETV4,ETV4,P43268,ETV4,0.821,ENST00000319349,True,True,False
1058,ENSG00000244405,ETV5,ETV5,P41161,ETV5,0.233,ENST00000306376,True,True,False
1059,ENSG00000139083,ETV6,ETV6,P41212,ETV6,0.44,ENST00000396373,True,False,False
1060,ENSG00000010030,ETV7,ETV7,Q9Y603,ETV7,1.384,ENST00000340181,True,False,False
1061,ENSG00000163497,FEV,FEV,Q99581,FEV,1.311,ENST00000295727,True,False,False
1062,ENSG00000151702,FLI1,FLI1,Q01543,FLI1,0.367,ENST00000527786,True,True,False
1063,ENSG00000154727,GABPA,GABPA,Q06546,GABPA,0.083,ENST00000400075,True,False,False
1064,ENSG00000124664,SPDEF,SPDEF,O95238,SPDEF,0.578,ENST00000374037,True,False,False
1065,ENSG00000066336,SPI1,SPI1,P17947,SPI1,0.3,ENST00000378538,True,True,False
1066,ENSG00000269404,SPIB,SPIB,Q01892,SPIB,0.57,ENST00000595883,False,True,False
1067,ENSG00000166211,SPIC,SPIC,Q8N5J4,SPIC,1.091,ENST00000551346,True,True,False
1068,ENSG00000163435,ELF3,ELF3,P78545,ELF3,0.678,ENST00000367284,False,True,False
1069,ENSG00000059122,FLYWCH1,FLYWCH1,Q4VC44,FLYWCH1,1.647,ENST00000253928,True,False,False
1070,ENSG00000129514,FOXA1,FOXA1,P55317,FOXA1,0.575,ENST00000250448,True,True,False
1071,ENSG00000125798,FOXA2,FOXA2,Q9Y261,FOXA2,0.518,ENST00000419308,True,True,False
1072,ENSG00000170608,FOXA3,FOXA3,P55318,FOXA3,1.048,ENST00000302177,True,False,False
1073,ENSG00000171956,FOXB1,FOXB1,Q99853,FOXB1,0.689,ENST00000396057,True,False,False
1074,ENSG00000204612,FOXB2,FOXB2,Q5VYV0,FOXB2,1.935,ENST00000376708,True,False,False
1075,ENSG00000054598,FOXC1,FOXC1,Q12948,FOXC1,1.276,ENST00000645831,True,True,False
1076,ENSG00000176692,FOXC2,FOXC2,Q99958,FOXC2,1.807,ENST00000649859,True,True,False
1077,ENSG00000251493,FOXD1,FOXD1,Q16676,FOXD1,1.931,ENST00000615637,False,False,False
1078,ENSG00000186564,FOXD2,FOXD2,O60548,FOXD2,1.955,ENST00000334793,False,False,False
1079,ENSG00000187140,FOXD3,FOXD3,Q9UJU5,FOXD3,1.889,ENST00000371116,True,False,False
1080,ENSG00000170122,FOXD4,FOXD4,Q12950,FOXD4,1.373,ENST00000382500,False,False,False
1081,ENSG00000184492,FOXD4L1,FOXD4L1,Q9NU39,FOXD4L1,0.799,ENST00000306507,True,False,False
1082,ENSG00000187559,FOXD4L3,FOXD4L3,Q6VB84,FOXD4L3,0.297,ENST00000342833,False,False,False
1083,ENSG00000184659,FOXD4L4,FOXD4L4,Q8WXT5,FOXD4L4,0.777,ENST00000377413,False,False,False
1084,ENSG00000204779,FOXD4L5,FOXD4L5,Q5VV16,FOXD4L5,0.409,ENST00000377420,True,False,False
1085,ENSG00000273514,FOXD4L6,FOXD4L6,Q3SYB3,FOXD4L6,1.427,ENST00000622588,True,False,False
1086,ENSG00000178919,FOXE1,FOXE1,O00358,FOXE1,1.926,ENST00000375123,True,False,False
1087,ENSG00000186790,FOXE3,FOXE3,Q13461,FOXE3,1.935,ENST00000335071,False,False,False
1088,ENSG00000103241,FOXF1,FOXF1,Q12946,FOXF1,0.685,ENST00000262426,True,True,False
1089,ENSG00000137273,FOXF2,FOXF2,Q12947,FOXF2,1.016,ENST00000645481,False,True,False
1090,ENSG00000176165,FOXG1,FOXG1,P55316,FOXG1,0.36,ENST00000313071,True,False,True
1091,ENSG00000160973,FOXH1,FOXH1,O75593,FOXH1,1.608,ENST00000377317,True,False,False
1092,ENSG00000168269,FOXI1,FOXI1,Q12951,FOXI1,1.061,ENST00000306268,True,True,False
1093,ENSG00000186766,FOXI2,FOXI2,Q6ZQN5,FOXI2,1.943,ENST00000388920,False,False,False
1094,ENSG00000214336,FOXI3,FOXI3,A8MTJ6,FOXI3,0.73,ENST00000428390,False,True,False
1095,ENSG00000129654,FOXJ1,FOXJ1,Q92949,FOXJ1,0.701,ENST00000322957,True,True,False
1096,ENSG00000065970,FOXJ2,FOXJ2,Q9P0K8,FOXJ2,0.398,ENST00000162391,False,True,False
1097,ENSG00000198815,FOXJ3,FOXJ3,Q9UPW0,FOXJ3,0.418,ENST00000361346,False,True,False
1098,ENSG00000164916,FOXK1,FOXK1,P85037,FOXK1,0.664,ENST00000328914,True,False,False
1099,ENSG00000141568,FOXK2,FOXK2,Q01167,FOXK2,0.721,ENST00000335255,True,False,False
1100,ENSG00000176678,FOXL1,FOXL1,Q12952,FOXL1,1.84,ENST00000320241,True,False,False
1101,ENSG00000183770,FOXL2,FOXL2,P58012,FOXL2,1.913,ENST00000648323,True,False,False
1102,ENSG00000111206,FOXM1,FOXM1,Q08050,FOXM1,0.545,ENST00000359843,True,True,False
1103,ENSG00000109101,FOXN1,FOXN1,O15353,FOXN1,0.442,ENST00000579795,True,True,False
1104,ENSG00000170802,FOXN2,FOXN2,P32314,FOXN2,0.735,ENST00000340553,True,True,False
1105,ENSG00000053254,FOXN3,FOXN3,O00409,FOXN3,0.373,ENST00000557258,True,False,False
1106,ENSG00000139445,FOXN4,FOXN4,Q96NZ1,FOXN4,0.435,ENST00000299162,True,True,False
1107,ENSG00000150907,FOXO1,FOXO1,Q12778,FOXO1,0.348,ENST00000379561,True,True,False
1108,ENSG00000118689,FOXO3,FOXO3,O43524,FOXO3,0.26,ENST00000406360,True,True,False
1109,ENSG00000184481,FOXO4,FOXO4,P98177,FOXO4,,,True,True,False
1110,ENSG00000204060,FOXO6,FOXO6,A8MYZ6,FOXO6,1.099,ENST00000641094,False,True,False
1111,ENSG00000114861,FOXP1,FOXP1,Q9H334,FOXP1,0.279,ENST00000649528,True,False,True
1112,ENSG00000128573,FOXP2,FOXP2,O15409,FOXP2,0.157,ENST00000350908,True,False,True
1113,ENSG00000049768,FOXP3,FOXP3,Q9BZS1,FOXP3,,,True,False,False
1114,ENSG00000137166,FOXP4,FOXP4,Q8IVH2,FOXP4,0.496,ENST00000307972,True,False,False
1115,ENSG00000164379,FOXQ1,FOXQ1,Q9C009,FOXQ1,1.938,ENST00000296839,True,False,False
1116,ENSG00000176302,FOXR1,FOXR1,Q6PIV2,FOXR1,0.984,ENST00000317011,True,True,False
1117,ENSG00000189299,FOXR2,FOXR2,Q6PJQ5,FOXR2,,,True,True,False
1118,ENSG00000179772,FOXS1,FOXS1,O43638,FOXS1,0.959,ENST00000375978,False,False,False
1119,ENSG00000102145,GATA1,GATA1,P15976,GATA1,,,True,True,False
1120,ENSG00000179348,GATA2,GATA2,P23769,GATA2,0.335,ENST00000341105,True,True,False
1121,ENSG00000107485,GATA3,GATA3,P23771,GATA3,0.376,ENST00000379328,True,True,False
1122,ENSG00000136574,GATA4,GATA4,P43694,GATA4,0.468,ENST00000532059,True,True,False
1123,ENSG00000130700,GATA5,GATA5,Q9BWX5,GATA5,1.629,ENST00000252997,True,True,False
1124,ENSG00000141448,GATA6,GATA6,Q92908,GATA6,0.527,ENST00000269216,True,True,False
1125,ENSG00000167491,GATAD2A,GATAD2A,Q86YP4,GATAD2A,0.295,ENST00000683918,True,False,False
1126,ENSG00000143614,GATAD2B,GATAD2B,Q8WXI9,GATAD2B,0.236,ENST00000368655,True,False,False
1127,ENSG00000104447,TRPS1,TRPS1,Q9UHF7,TRPS1,0.114,ENST00000395715,True,False,False
1128,ENSG00000220201,ZGLP1,ZGLP1,P0C6A0,ZGLP1,0.898,ENST00000403903,True,False,False
1129,ENSG00000137270,GCM1,GCM1,Q9NP62,GCM1,0.404,ENST00000259803,True,True,False
1130,ENSG00000124827,GCM2,GCM2,O75603,GCM2,1.205,ENST00000379491,True,True,False
1131,ENSG00000134317,GRHL1,GRHL1,Q9NZI5,GRHL1,0.834,ENST00000324907,True,True,False
1132,ENSG00000083307,GRHL2,GRHL2,Q6ISB3,GRHL2,0.367,ENST00000646743,True,True,False
1133,ENSG00000158055,GRHL3,GRHL3,Q8TE85,GRHL3,0.4,ENST00000361548,True,True,False
1134,ENSG00000135457,TFCP2,TFCP2,Q12800,TFCP2,0.564,ENST00000257915,True,True,False
1135,ENSG00000115112,TFCP2L1,TFCP2L1,Q9NZI6,TFCP2L1,0.277,ENST00000263707,True,False,False
1136,ENSG00000153560,UBP1,UBP1,Q9NZI7,UBP1,0.492,ENST00000283629,True,False,False
1137,ENSG00000263001,GTF2I,GTF2I,P78347,GTF2I,0.195,ENST00000573035,True,False,True
1138,ENSG00000006704,GTF2IRD1,GTF2IRD1,Q9UHL9,GTF2IRD1,0.309,ENST00000424337,True,False,False
1139,ENSG00000196275,GTF2IRD2,GTF2IRD2,Q86UP8,GTF2IRD2,0.871,ENST00000451013,False,False,False
1140,ENSG00000174428,GTF2IRD2B,GTF2IRD2B,Q6EKJ0,GTF2IRD2B,0.87,ENST00000472837,False,False,False
1141,ENSG00000114439,BBX,BBX,Q8WY36,BBX,0.359,ENST00000325805,True,False,False
1142,ENSG00000079432,CIC,CIC,Q96RK0,CIC,0.249,ENST00000681038,True,False,True
1143,ENSG00000105856,HBP1,HBP1,O60381,HBP1,0.679,ENST00000222574,True,True,False
1144,ENSG00000105856,HBP1,HBP1,Q8IV16,GPIHBP1,0.679,ENST00000222574,False,False,False
1145,ENSG00000140382,HMG20A,HMG20A,Q9NP66,HMG20A,0.582,ENST00000336216,False,False,False
1146,ENSG00000064961,HMG20B,HMG20B,Q9P0W2,HMG20B,1.087,ENST00000333651,True,False,False
1147,ENSG00000118418,HMGN3,HMGN3,Q15651,HMGN3,0.665,ENST00000344726,True,False,False
1148,ENSG00000138795,LEF1,LEF1,Q9UJU2,LEF1,0.459,ENST00000265165,True,True,False
1149,ENSG00000182968,SOX1,SOX1,O00570,SOX1,1.95,ENST00000330949,False,True,False
1150,ENSG00000100146,SOX10,SOX10,P56693,SOX10,0.248,ENST00000396884,True,True,False
1151,ENSG00000176887,SOX11,SOX11,P35716,SOX11,1.148,ENST00000322002,True,True,False
1152,ENSG00000177732,SOX12,SOX12,O15370,SOX12,0.89,ENST00000342665,False,True,False
1153,ENSG00000177732,SOX12,SOX12,O60248,SOX15,0.89,ENST00000342665,False,True,False
1154,ENSG00000143842,SOX13,SOX13,Q9UN79,SOX13,0.631,ENST00000367204,True,False,False
1155,ENSG00000168875,SOX14,SOX14,O95416,SOX14,0.72,ENST00000306087,True,True,False
1156,ENSG00000129194,SOX15,,,,1.444,ENST00000250055,False,True,False
1157,ENSG00000164736,SOX17,SOX17,Q9H6I2,SOX17,0.614,ENST00000297316,False,True,False
1158,ENSG00000203883,SOX18,SOX18,P35713,SOX18,1.483,ENST00000340356,False,True,False
1159,ENSG00000181449,SOX2,SOX2,P48431,SOX2,0.302,ENST00000325404,False,True,False
1160,ENSG00000125285,SOX21,SOX21,Q9Y651,SOX21,1.716,ENST00000376945,True,False,False
1161,ENSG00000134595,SOX3,SOX3,P41225,SOX3,,,True,True,False
1162,ENSG00000039600,SOX30,SOX30,O94993,SOX30,0.493,ENST00000265007,True,False,False
1163,ENSG00000124766,SOX4,SOX4,Q06945,SOX4,0.72,ENST00000244745,False,True,False
1164,ENSG00000134532,SOX5,SOX5,P35711,SOX5,0.204,ENST00000451604,True,False,True
1165,ENSG00000110693,SOX6,SOX6,P35712,SOX6,0.165,ENST00000683767,True,False,True
1166,ENSG00000171056,SOX7,SOX7,Q9BT81,SOX7,1.373,ENST00000304501,False,True,False
1167,ENSG00000005513,SOX8,SOX8,P57073,SOX8,0.904,ENST00000293894,True,True,False
1168,ENSG00000125398,SOX9,SOX9,P48436,SOX9,0.154,ENST00000245479,True,True,False
1169,ENSG00000184895,SRY,SRY,Q05066,SRY,,,True,False,False
1170,ENSG00000081059,TCF7,TCF7,P36402,TCF7,0.624,ENST00000342854,False,True,False
1171,ENSG00000152284,TCF7L1,,,,0.472,ENST00000282111,False,True,False
1172,ENSG00000148737,TCF7L2,,,,0.474,ENST00000627217,False,True,True
1173,ENSG00000101126,ADNP,ADNP,Q9H2P0,ADNP,0.106,ENST00000621696,True,False,True
1174,ENSG00000101544,ADNP2,ADNP2,Q6IQ32,ADNP2,0.896,ENST00000262198,True,False,False
1175,ENSG00000180318,ALX1,ALX1,Q15699,ALX1,0.838,ENST00000316824,True,True,False
1176,ENSG00000156150,ALX3,ALX3,O95076,ALX3,1.051,ENST00000647563,True,True,False
1177,ENSG00000052850,ALX4,ALX4,Q9H161,ALX4,0.902,ENST00000652299,True,False,False
1178,ENSG00000227059,ANHX,ANHX,E9PGG2,ANHX,0.776,ENST00000545940,True,False,False
1179,ENSG00000186103,ARGFX,ARGFX,A6NJG6,ARGFX,1.843,ENST00000334384,True,True,False
1180,ENSG00000004848,ARX,ARX,Q96QS3,ARX,,,True,True,True
1181,ENSG00000125492,BARHL1,BARHL1,Q9BZE3,BARHL1,0.419,ENST00000263610,True,False,False
1182,ENSG00000143032,BARHL2,BARHL2,Q9NY43,BARHL2,0.629,ENST00000370445,True,False,False
1183,ENSG00000131668,BARX1,BARX1,Q9HBU1,BARX1,1.266,ENST00000253968,True,False,False
1184,ENSG00000043039,BARX2,BARX2,Q9UMQ3,BARX2,0.729,ENST00000281437,False,False,False
1185,ENSG00000188909,BSX,BSX,Q3C1V8,BSX,1.172,ENST00000343035,True,True,False
1186,ENSG00000113722,CDX1,CDX1,P47902,CDX1,1.625,ENST00000231656,True,True,False
1187,ENSG00000165556,CDX2,CDX2,Q99626,CDX2,0.609,ENST00000381020,True,True,False
1188,ENSG00000131264,CDX4,CDX4,O14627,CDX4,,,True,True,False
1189,ENSG00000105392,CRX,CRX,O43186,CRX,0.673,ENST00000221996,True,True,False
1190,ENSG00000109851,DBX1,DBX1,A6NMT0,DBX1,0.98,ENST00000524983,True,False,False
1191,ENSG00000185610,DBX2,DBX2,Q6ZNG2,DBX2,1.61,ENST00000332700,True,False,False
1192,ENSG00000144355,DLX1,DLX1,P56177,DLX1,0.546,ENST00000361725,True,False,False
1193,ENSG00000115844,DLX2,DLX2,Q07687,DLX2,0.529,ENST00000234198,True,False,True
1194,ENSG00000064195,DLX3,DLX3,O60479,DLX3,0.559,ENST00000434704,True,True,True
1195,ENSG00000108813,DLX4,DLX4,Q92988,DLX4,1.056,ENST00000240306,True,False,False
1196,ENSG00000105880,DLX5,DLX5,P56178,DLX5,0.498,ENST00000648378,False,False,False
1197,ENSG00000006377,DLX6,DLX6,P56179,DLX6,0.379,ENST00000518156,True,False,True
1198,ENSG00000197587,DMBX1,DMBX1,Q8NFW5,DMBX1,0.407,ENST00000360032,True,False,False
1199,ENSG00000204595,DPRX,DPRX,A6NFQ7,DPRX,1.777,ENST00000376650,True,False,False
1200,ENSG00000165606,DRGX,DRGX,A6NNA5,DRGX,1.062,ENST00000374139,True,False,False
1201,DUX1_HUMAN,DUX1,DUX1,O43812,DUX1,,,False,False,False
1202,DUX3_HUMAN,DUX3,DUX3,Q96PT4,DUX3,,,False,False,False
1203,ENSG00000260596,DUX4,DUX4,Q9UBX2,DUX4,,,False,True,False
1204,ENSG00000258873,DUXA,DUXA,A6NLW8,DUXA,1.18,ENST00000554048,True,False,False
1205,ENSG00000135638,EMX1,EMX1,Q04741,EMX1,1.324,ENST00000258106,True,False,False
1206,ENSG00000170370,EMX2,EMX2,Q04743,EMX2,0.499,ENST00000553456,True,False,False
1207,ENSG00000163064,EN1,EN1,Q05925,EN1,0.724,ENST00000295206,True,False,False
1208,ENSG00000164778,EN2,EN2,P19622,EN2,0.775,ENST00000297375,True,False,True
1209,ENSG00000123576,ESX1,ESX1,Q8N693,ESX1,,,True,False,False
1210,ENSG00000106038,EVX1,EVX1,P49640,EVX1,1.097,ENST00000496902,True,False,False
1211,ENSG00000174279,EVX2,EVX2,Q03828,EVX2,1.228,ENST00000308618,True,False,False
1212,ENSG00000164900,GBX1,GBX1,Q14549,GBX1,0.768,ENST00000297537,True,False,False
1213,ENSG00000168505,GBX2,GBX2,P52951,GBX2,0.596,ENST00000306318,True,False,False
1214,ENSG00000133937,GSC,GSC,P56915,GSC,1.398,ENST00000238558,False,False,False
1215,ENSG00000063515,GSC2,GSC2,O15499,GSC2,1.9,ENST00000086933,False,False,False
1216,ENSG00000169840,GSX1,GSX1,Q9H4S2,GSX1,1.419,ENST00000302945,True,False,False
1217,ENSG00000180613,GSX2,GSX2,Q9BZM3,GSX2,1.278,ENST00000326902,True,False,False
1218,ENSG00000165259,HDX,HDX,Q7Z353,HDX,,,True,False,False
1219,ENSG00000163666,HESX1,HESX1,Q9UBX0,HESX1,0.84,ENST00000295934,True,False,False
1220,ENSG00000152804,HHEX,HHEX,Q03014,HHEX,0.653,ENST00000282728,True,True,False
1221,ENSG00000136630,HLX,HLX,Q14774,HLX,0.415,ENST00000366903,True,False,False
1222,ENSG00000147421,HMBOX1,HMBOX1,Q6NT76,HMBOX1,0.415,ENST00000287701,True,False,False
1223,ENSG00000215612,HMX1,HMX1,Q9NP08,HMX1,1.957,ENST00000400677,True,False,False
1224,ENSG00000188816,HMX2,HMX2,A2RU54,HMX2,1.214,ENST00000339992,True,False,False
1225,ENSG00000188620,HMX3,HMX3,A6NHT5,HMX3,1.076,ENST00000357878,True,False,False
1226,ENSG00000188620,HMX3,HMX3,Q8IZL8,PELP1,1.076,ENST00000357878,False,False,False
1227,ENSG00000135100,HNF1A,HNF1A,P20823,HNF1A,0.477,ENST00000257555,False,True,False
1228,ENSG00000275410,HNF1B,HNF1B,P35680,HNF1B,0.239,ENST00000617811,True,True,False
1229,ENSG00000215271,HOMEZ,HOMEZ,Q8IX15,HOMEZ,0.589,ENST00000357460,True,False,False
1230,ENSG00000105991,HOXA1,HOXA1,P49639,HOXA1,1.012,ENST00000643460,False,False,True
1231,ENSG00000253293,HOXA10,HOXA10,P31260,HOXA10,0.834,ENST00000283921,True,True,False
1232,ENSG00000005073,HOXA11,HOXA11,P31270,HOXA11,0.605,ENST00000006015,True,False,False
1233,ENSG00000106031,HOXA13,HOXA13,P31271,HOXA13,0.482,ENST00000649031,False,True,False
1234,ENSG00000105996,HOXA2,HOXA2,O43364,HOXA2,0.334,ENST00000222718,False,True,False
1235,ENSG00000105997,HOXA3,HOXA3,O43365,HOXA3,0.544,ENST00000612286,True,False,False
1236,ENSG00000197576,HOXA4,HOXA4,Q00056,HOXA4,1.902,ENST00000360046,True,False,False
1237,ENSG00000106004,HOXA5,HOXA5,P20719,HOXA5,0.996,ENST00000222726,False,False,False
1238,ENSG00000106006,HOXA6,HOXA6,P31267,HOXA6,1.121,ENST00000222728,True,True,False
1239,ENSG00000122592,HOXA7,HOXA7,P31268,HOXA7,1.572,ENST00000242159,True,True,False
1240,ENSG00000078399,HOXA9,HOXA9,P31269,HOXA9,1.433,ENST00000343483,True,False,False
1241,ENSG00000120094,HOXB1,HOXB1,P14653,HOXB1,0.749,ENST00000239174,False,True,False
1242,ENSG00000159184,HOXB13,HOXB13,Q92826,HOXB13,1.273,ENST00000290295,True,True,False
1243,ENSG00000173917,HOXB2,HOXB2,P14652,HOXB2,1.649,ENST00000330070,False,True,False
1244,ENSG00000120093,HOXB3,HOXB3,P14651,HOXB3,0.965,ENST00000498678,True,True,False
1245,ENSG00000182742,HOXB4,HOXB4,P17483,HOXB4,1.177,ENST00000332503,False,False,False
